subject,subject_type,subject_role,relation,object,object_type,object_role,sentence,source_url,strategy
Grand Slam,ORG,Tournament,hasSurface,Grass,ORG,Surface,"In 2012, the All England Club hosted the Summer Olympic Games and became the first Olympic grass court tournament since tennis was reintroduced as an Olympic sport and the first to be held at a Grand Slam venue in the Open era.[22]",https://en.wikipedia.org/wiki/Wimbledon_Championships,cooccurrence
Grand Slam,ORG,Tournament,hasSurface,Hard,ORG,Surface,"This marked the start of the Open Era of tennis,[29] with its first tournament, the 1968 British Hard Court Championships, beginning three weeks later on 22 April in Bournemouth, England,[37] while the first open Grand Slam tournament, the 1968 French Open, was held in May.[29]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
Grand Slam,ORG,Tournament,hasSurface,Hard Court,ORG,Surface,"This marked the start of the Open Era of tennis,[29] with its first tournament, the 1968 British Hard Court Championships, beginning three weeks later on 22 April in Bournemouth, England,[37] while the first open Grand Slam tournament, the 1968 French Open, was held in May.[29]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
Guillermo Vilas's,PERSON,Player,playedAgainst,Robin Söderling,PERSON,Player,Nadal then broke Argentinian Guillermo Vilas's 29-year male record of 53 consecutive clay-court match victories by beating Robin Söderling in the first round of the French Open.[85][86],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Haas,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"- ""Haas beats Djokovic to win title"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Hrbaty,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"- ""Hrbaty beats Nadal in Auckland final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Hubert Hurkacz,PERSON,Player,playedAgainst,Jimmy Connors,PERSON,Player,"Djokovic took a last minute entry to the 2025 Geneva Open, where he defeated Hubert Hurkacz in the final to claim the 100th ATP singles title of his career, becoming the first ever tennis player to win at least one ATP singles title in twenty consecutive seasons, and the 3rd tennis player in the Open Era to have won 100 or more career titles (after Jimmy Connors and Federer).[313]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Hugo Dellien,PERSON,Player,won,Australian Open,ORG,Tournament,"At the Australian Open Nadal won his first three matches in straight sets against Hugo Dellien, Federico Delbonis and Pablo Carreño Busta.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Iga Swiatek,PERSON,Player,won,Grand Slam,ORG,Tournament,"- ""Iga Swiatek has now won Grand Slam titles on all three surfaces after victory at Wimbledon"".",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
Iga Swiatek,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"- ""Iga Swiatek has now won Grand Slam titles on all three surfaces after victory at Wimbledon"".",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
Ivan Lendl,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Ivan Lendl,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Jack Sock,PERSON,Player,playedAgainst,Lloyd Harris,PERSON,Player,He beat Jack Sock in a tight three-set match before being upset by 50th ranked Lloyd Harris in the 3rd round.[347],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
"Janis Skroderis,[43",PERSON,Player,playedAgainst,Daniele Bracciali,PERSON,Player,"In 2004, he recorded his first official ATP win during a Davis Cup match against Janis Skroderis,[43] and later claimed his first Challenger title in Budapest on his 17th birthday, beating Daniele Bracciali in the final.[44]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Janko Tipsarević,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"In March, Nadal beat Janko Tipsarević and Novak Djokovic to help Spain beat Serbia in Davis Cup round one.[135][136]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Jannik Sinner,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,"- ""ATP Finals: Jannik Sinner beats Carlos Alcaraz to defend title in Turin"".",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Jannik Sinner,PERSON,Player,playedAgainst,Daniil Medvedev,PERSON,Player,He defeated Jannik Sinner in the semifinal and Daniil Medvedev in the final to lift the trophy.[123],https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Jannik Sinner,PERSON,Player,playedAgainst,Diego Schwartzman,PERSON,Player,"At the French Open, he beat Jannik Sinner and Diego Schwartzman before losing in the semis to eventual champion Djokovic in four sets, in only his third-ever loss at the French Open and his first loss in the semi-finals.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Jannik Sinner,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"At the French Open, he beat Jannik Sinner and Diego Schwartzman before losing in the semis to eventual champion Djokovic in four sets, in only his third-ever loss at the French Open and his first loss in the semi-finals.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Jannik Sinner,PERSON,Player,playedAgainst,Grigor Dimitrov,PERSON,Player,"He lost to Jannik Sinner in the semifinals of Beijing, and then to Grigor Dimitrov in the round of 16 at Shanghai.[146][147]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Jannik Sinner,PERSON,Player,playedAgainst,Sinner,PERSON,Player,"He lost to Jannik Sinner in four sets, his first loss in a slam final and his first loss to Sinner since 2023.",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Jimmy Connors,PERSON,Player,won,French Open,ORG,Tournament,"Other notable players who have won multiple Grand Slam events but have never won the French Open, includes John McEnroe, Jimmy Connors, John Newcombe, Venus Williams, Stefan Edberg, Virginia Wade, Boris Becker, Andy Murray, Louise Brough, and Martina",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Jimmy Connors,PERSON,Player,won,Grand Slam,ORG,Tournament,"Other notable players who have won multiple Grand Slam events but have never won the French Open, includes John McEnroe, Jimmy Connors, John Newcombe, Venus Williams, Stefan Edberg, Virginia Wade, Boris Becker, Andy Murray, Louise Brough, and Martina",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Jimmy Connors,PERSON,Player,won,US Open,ORG,Tournament,"Jimmy Connors is the only individual to have won US Open singles titles on all three surfaces (grass, clay, and hardcourt), while Chris Evert is the only woman to have won US Open singles titles on two surfaces (clay and hardcourt).[6]",https://en.wikipedia.org/wiki/US_Open_(tennis),cooccurrence
Jo-Wilfried Tsonga,PERSON,Player,playedAgainst,Juan Martín del Potro,PERSON,Player,"He beat Jo-Wilfried Tsonga to reach the semifinals but lost to Murray and then to Juan Martín del Potro in the bronze medal match, finishing fourth.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Jo-Wilfried Tsonga,PERSON,Player,playedAgainst,Murray,PERSON,Player,"He beat Jo-Wilfried Tsonga to reach the semifinals but lost to Murray and then to Juan Martín del Potro in the bronze medal match, finishing fourth.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Joachim Johansson,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"Joachim Johansson, ranked No. 690, upset Nadal in the second round of the Stockholm Open[92] and he lost to Tomáš Berdych in the quarterfinals of the Madrid Masters.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Joachim Johansson,PERSON,Player,playedAgainst,Tomáš Berdych,PERSON,Player,"Joachim Johansson, ranked No. 690, upset Nadal in the second round of the Stockholm Open[92] and he lost to Tomáš Berdych in the quarterfinals of the Madrid Masters.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
John Isner,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"In Miami, he defeated David Ferrer and John Isner en route to winning his fifth title, defeating Andy Murray in three sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
John Isner,PERSON,Player,playedAgainst,Denis Shapovalov,PERSON,Player,"At Rome, he beat John Isner in straight sets, but lost to Denis Shapovalov in three sets despite leading by a set and a break.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
John Isner,PERSON,Player,playedAgainst,Murray,PERSON,Player,Djokovic then lost to John Isner in the semifinals of Indian Wells but retained his Miami title by defeating Murray.,https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
John McEnroe,PERSON,Player,won,French Open,ORG,Tournament,"Other notable players who have won multiple Grand Slam events but have never won the French Open, includes John McEnroe, Jimmy Connors, John Newcombe, Venus Williams, Stefan Edberg, Virginia Wade, Boris Becker, Andy Murray, Louise Brough, and Martina",https://en.wikipedia.org/wiki/French_Open,cooccurrence
John McEnroe,PERSON,Player,won,Grand Slam,ORG,Tournament,"Other notable players who have won multiple Grand Slam events but have never won the French Open, includes John McEnroe, Jimmy Connors, John Newcombe, Venus Williams, Stefan Edberg, Virginia Wade, Boris Becker, Andy Murray, Louise Brough, and Martina",https://en.wikipedia.org/wiki/French_Open,cooccurrence
John Newcombe,PERSON,Player,won,French Open,ORG,Tournament,"Other notable players who have won multiple Grand Slam events but have never won the French Open, includes John McEnroe, Jimmy Connors, John Newcombe, Venus Williams, Stefan Edberg, Virginia Wade, Boris Becker, Andy Murray, Louise Brough, and Martina",https://en.wikipedia.org/wiki/French_Open,cooccurrence
John Newcombe,PERSON,Player,won,Grand Slam,ORG,Tournament,"Other notable players who have won multiple Grand Slam events but have never won the French Open, includes John McEnroe, Jimmy Connors, John Newcombe, Venus Williams, Stefan Edberg, Virginia Wade, Boris Becker, Andy Murray, Louise Brough, and Martina",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Juan Martín del Potro,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"- ""Juan Martín del Potro beats Novak Djokovic in Indian Wells semis"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Justine Henin,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Justine Henin,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Kei Nishikori,PERSON,Player,playedAgainst,Kyle Edmund,PERSON,Player,"Following an early loss at Barcelona to Martin Kližan, he showed improvement at the Madrid Open by beating Kei Nishikori—his first top 20 win in 10 months—but lost to Kyle Edmund in the second round.[201][202]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Kei Nishikori,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"- ""US Open: Kei Nishikori beats Novak Djokovic in the semi-finals"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Kei Nishikori,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"At the French Open, Nadal beat Kei Nishikori and Roger Federer (their first meeting at the tournament since 2011) en route to the final, dropping only one set en route.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Kevin Anderson,PERSON,Player,playedAgainst,Roger Federer.[172,PERSON,Player,"Five weeks later, he beat Kevin Anderson in the fourth round in five sets, and then went on to claim his third Wimbledon title with a win over Roger Federer.[172]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Kwon Soon-woo,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"At Wimbledon, he earned his 80th win at each major with a first-round victory over Kwon Soon-woo, becoming the first player to do so.[274]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Kyle Edmund,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"- ""Madrid Open: Britain's Kyle Edmund beats Novak Djokovic"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Kyrgios,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"- ""Kyrgios saves three match points, beats Nadal in Acapulco"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
La Décima,PERSON,Player,playedAgainst,Milos Raonic,PERSON,Player,"La Décima, third US Open title, year-end No. 1 At the Brisbane International Nadal lost to Milos Raonic in the quarterfinals.[289]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
La Décima,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"La Décima, third US Open title, year-end No. 1 At the Brisbane International Nadal lost to Milos Raonic in the quarterfinals.[289]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Laura Robson,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"No British man won the singles event at Wimbledon between Fred Perry in 1936 and Andy Murray in 2013, while no British woman has won since Virginia Wade in 1977, although Annabel Croft and Laura Robson won the Girls' Championship in 1984 and 2008 respectively.",https://en.wikipedia.org/wiki/Wimbledon_Championships,cooccurrence
